,bath,bhk,building_status,rate_persqft,area _insqft,location,property_type,construction_status,price
571,3,2,1,5322,1597,Gachibowli,1,0,84.99
572,2,2,1,4500,1120,Gachibowli,1,1,50.4
573,2,2,1,5793,1122,Gachibowli,1,0,65.0
574,2,2,1,4700,1122,Gachibowli,1,1,52.73
575,2,2,0,4800,1122,Gachibowli,1,0,53.86
576,2,2,1,5200,1122,Gachibowli,1,0,58.34
577,2,2,1,5023,1254,Gachibowli,1,0,62.99
578,2,2,1,4901,1122,Gachibowli,1,0,54.99
579,2,2,1,4330,1270,Gachibowli,1,0,54.99
580,2,2,1,4275,1270,Gachibowli,1,0,54.29
581,2,2,1,5735,952,Gachibowli,1,0,54.6
582,2,2,1,4299,1270,Gachibowli,1,0,54.6
583,2,2,1,5311,1412,Gachibowli,1,0,74.99
584,2,2,1,5400,1122,Gachibowli,1,0,60.59
585,2,2,1,5400,1254,Gachibowli,1,0,67.72
586,2,2,1,5793,1122,Gachibowli,1,0,65.0
587,2,2,1,5500,1122,Gachibowli,1,0,61.71
588,2,2,1,5400,1122,Gachibowli,1,0,60.59
589,3,2,1,5080,1122,Gachibowli,1,0,57.0
590,2,2,1,5500,1122,Gachibowli,1,0,61.71
591,2,2,1,6696,1120,Gachibowli,1,0,75.0
592,2,2,1,4705,1122,Gachibowli,1,1,52.79
593,2,2,1,6254,1410,Gachibowli,1,0,88.18
594,2,2,1,4864,1254,Gachibowli,1,0,60.99
595,2,2,1,4704,1254,Gachibowli,1,1,58.99
596,3,2,1,4801,1687,Gachibowli,1,0,80.99
597,2,2,1,4761,1344,Gachibowli,1,1,63.99
598,2,2,1,4723,1122,Gachibowli,1,1,52.99
599,2,2,1,4707,1402,Gachibowli,1,1,65.99
600,2,2,1,6702,1492,Gachibowli,1,0,99.99
602,2,2,1,4992,1402,Gachibowli,1,0,69.99
603,2,2,1,6196,1283,Gachibowli,1,0,79.49
604,2,2,1,6235,1492,Gachibowli,1,0,93.03
605,2,2,1,4500,1122,Gachibowli,1,1,50.49
606,2,2,1,6289,1283,Gachibowli,1,0,80.69
607,2,2,1,4700,1254,Gachibowli,1,1,58.94
608,2,2,1,4704,1122,Gachibowli,1,1,52.78
609,3,2,1,5133,1344,Gachibowli,1,0,68.99
610,2,2,1,5169,1122,Gachibowli,1,0,58.0
611,2,2,1,6350,1430,Gachibowli,1,1,90.8
612,2,2,1,4944,1254,Gachibowli,1,0,62.0
613,2,2,1,5920,990,Gachibowli,1,0,58.61
614,2,2,1,4700,1122,Gachibowli,1,0,52.73
615,2,2,0,4800,1402,Gachibowli,1,0,67.3
616,2,2,1,5599,1270,Gachibowli,1,1,71.11
617,2,2,1,6586,1245,Gachibowli,1,0,82.0
618,2,2,1,4784,1254,Gachibowli,1,0,59.99
619,2,2,1,4901,1122,Gachibowli,1,0,54.99
620,2,2,1,4676,1122,Gachibowli,1,0,52.46
621,2,2,1,5150,1402,Gachibowli,1,0,72.2
622,2,2,1,5497,1254,Gachibowli,1,0,68.93
623,2,2,0,6866,1165,Gachibowli,1,1,79.99
624,2,2,1,5900,1120,Gachibowli,1,0,66.08
625,2,2,1,7057,1261,Gachibowli,1,0,88.99
626,2,2,1,7069,1259,Gachibowli,1,0,89.0
627,2,2,1,4899,1261,Gachibowli,1,0,61.78
628,2,2,0,6250,1200,Gachibowli,1,1,75.0
629,2,2,1,7100,2800,Gachibowli,1,1,198.8
630,2,2,1,6666,945,Gachibowli,1,0,62.99
631,3,2,0,4866,2055,Gachibowli,1,1,100.0
632,2,2,1,5400,1254,Gachibowli,1,0,67.72
633,2,2,1,5600,1122,Gachibowli,1,0,62.83
634,2,2,1,5600,1254,Gachibowli,1,0,70.22
635,3,2,1,5245,1792,Gachibowli,1,0,93.99
636,2,2,1,4836,1344,Gachibowli,1,0,65.0
637,2,2,1,5200,1402,Gachibowli,1,0,72.9
638,2,2,1,6224,964,Gachibowli,2,0,60.0
639,2,2,1,5347,1122,Gachibowli,1,0,59.99
640,1,2,1,5599,1270,Gachibowli,1,1,71.11
641,2,2,1,5300,1122,Gachibowli,1,0,59.47
642,2,2,1,5793,1122,Gachibowli,1,0,65.0
643,2,2,0,5793,1122,Gachibowli,1,0,65.0
644,2,2,1,5400,1254,Gachibowli,1,0,67.72
645,2,2,1,5793,1122,Gachibowli,1,0,65.0
646,2,2,1,5980,1254,Gachibowli,1,0,74.99
647,2,2,1,5980,1254,Gachibowli,1,0,74.99
648,2,2,1,5793,1122,Gachibowli,1,0,65.0
649,2,2,1,5599,1270,Gachibowli,1,1,71.11
650,2,2,1,5611,1871,Gachibowli,1,1,104.98
651,2,2,1,6344,1428,Gachibowli,1,1,90.59
652,2,2,0,6771,1270,Gachibowli,1,1,85.99
653,2,2,1,5400,1122,Gachibowli,1,0,60.59
654,2,2,1,5342,1254,Gachibowli,1,0,66.99
655,2,2,1,5183,1254,Gachibowli,1,0,64.99
656,2,2,1,4899,1402,Gachibowli,1,0,68.68
657,2,2,1,5900,1283,Gachibowli,1,0,75.7
658,2,2,1,4864,1254,Gachibowli,1,0,60.99
659,2,2,1,5300,1254,Gachibowli,1,0,66.46
660,2,2,1,5793,1122,Gachibowli,1,0,65.0
661,2,2,1,6276,1410,Gachibowli,1,0,88.49
662,2,2,1,6111,1122,Gachibowli,1,0,68.57
663,3,2,1,4166,3600,Gachibowli,3,1,149.98
664,2,2,1,6091,1122,Gachibowli,1,0,68.34
665,2,2,1,4723,1122,Gachibowli,1,1,52.99
666,2,2,1,4704,1254,Gachibowli,1,1,58.99
667,2,2,1,5100,1122,Gachibowli,1,0,57.22
668,1,2,1,5100,1122,Gachibowli,1,0,57.22
669,2,2,1,5525,1122,Gachibowli,1,0,61.99
670,2,2,1,5500,1402,Gachibowli,1,0,77.11
671,2,2,1,5347,1122,Gachibowli,1,0,59.99
672,2,2,1,5990,1122,Gachibowli,1,0,67.21
673,2,2,1,5347,1122,Gachibowli,1,0,59.99
674,2,2,0,5347,1122,Gachibowli,1,0,59.99
675,2,2,1,5080,1122,Gachibowli,1,0,57.0
676,2,2,1,5800,1283,Gachibowli,1,0,74.41
678,3,3,1,5510,1597,Gachibowli,1,0,87.99
682,3,3,1,6189,1955,Gachibowli,1,1,120.99
684,2,3,0,5569,1652,Gachibowli,1,1,92.0
686,2,3,0,6878,1890,Gachibowli,1,1,129.99
689,3,3,1,5510,1597,Gachibowli,1,0,87.99
692,3,3,0,6810,1953,Gachibowli,1,1,133.0
694,3,3,1,5923,1435,Gachibowli,1,1,85.0
699,3,3,1,6280,1993,Gachibowli,1,0,125.16
702,4,3,1,6122,2450,Gachibowli,3,1,149.99
703,3,3,0,6656,1953,Gachibowli,1,1,129.99
704,3,3,1,5842,1400,Gachibowli,1,0,81.79
705,2,3,0,5569,1652,Gachibowli,1,1,92.0
708,3,3,0,5995,2780,Gachibowli,1,0,166.66
710,4,3,1,5500,2150,Gachibowli,1,1,118.25
712,3,3,1,5912,1742,Gachibowli,1,0,102.99
714,3,3,1,6647,1745,Gachibowli,1,0,115.99
715,2,3,1,6586,1245,Gachibowli,1,0,82.0
716,3,3,1,6337,1925,Gachibowli,1,0,121.99
719,3,3,1,6803,1955,Gachibowli,1,1,133.0
720,3,3,0,5690,2208,Gachibowli,1,0,125.64
721,3,3,1,6071,1400,Gachibowli,1,1,84.99
730,2,3,1,6500,3448,Gachibowli,1,1,224.12
731,3,3,1,6585,2460,Gachibowli,1,0,161.99
742,1,3,1,5500,1538,Gachibowli,1,0,84.59
743,3,3,1,6500,2800,Gachibowli,1,0,182.0
744,3,3,1,6486,2405,Gachibowli,1,0,155.99
745,3,3,1,6597,1925,Gachibowli,1,0,126.99
748,3,3,1,6500,1955,Gachibowli,1,1,127.08
751,4,3,1,6666,4500,Gachibowli,3,1,299.97
752,3,3,0,6358,1321,Gachibowli,1,0,83.99
762,3,3,1,5500,1673,Gachibowli,1,0,92.02
767,3,3,1,6491,2480,Gachibowli,1,0,160.98
771,3,3,1,6463,2460,Gachibowli,1,0,158.99
776,3,3,1,5599,1680,Gachibowli,1,1,94.06
778,3,3,1,6350,3410,Gachibowli,1,1,216.54
779,3,3,1,5700,1435,Gachibowli,1,0,81.8
781,4,3,1,6122,2450,Gachibowli,3,1,149.99
796,3,3,1,6500,1838,Gachibowli,1,1,119.47
799,3,3,1,5654,1673,Gachibowli,1,0,94.59
801,3,3,1,5540,1538,Gachibowli,1,0,85.21
806,3,3,1,5476,2191,Gachibowli,1,0,119.98
809,3,3,0,5979,1756,Gachibowli,1,1,104.99
818,3,3,1,5580,1597,Gachibowli,1,0,89.11
827,3,3,1,5700,1435,Gachibowli,1,0,81.8
831,3,3,1,6949,5036,Gachibowli,1,1,349.95
833,3,3,0,6968,1435,Gachibowli,1,0,99.99
838,3,3,1,5600,1874,Gachibowli,1,1,104.94
848,1,3,0,5602,1538,Gachibowli,1,0,86.16
851,3,3,1,5501,1993,Gachibowli,1,0,109.63
868,3,3,1,5526,1538,Gachibowli,1,0,84.99
874,2,3,1,5480,2208,Gachibowli,1,1,121.0
875,3,3,0,6761,1050,Gachibowli,1,1,70.99
880,3,3,1,5700,1742,Gachibowli,1,0,99.29
890,3,3,1,5542,1687,Gachibowli,1,0,93.49
896,3,3,1,5511,1792,Gachibowli,1,0,98.76
960,3,3,1,6300,1874,Gachibowli,1,1,118.06
962,3,3,1,6189,1955,Gachibowli,1,1,120.99
963,3,3,1,6200,1535,Gachibowli,1,1,95.17
964,3,3,1,5982,3410,Gachibowli,1,1,203.99
967,3,3,0,6992,2560,Gachibowli,1,1,179.0
968,3,3,1,6400,2150,Gachibowli,1,1,137.6
974,3,3,1,5581,2150,Gachibowli,1,0,119.99
978,3,3,1,6400,1874,Gachibowli,1,1,119.94
981,3,3,1,7034,2701,Gachibowli,1,0,189.99
983,3,3,1,5599,1680,Gachibowli,1,1,94.06
984,3,3,1,5599,1680,Gachibowli,1,1,94.06
994,4,3,1,7047,2696,Gachibowli,1,1,189.99
999,3,3,1,5600,1792,Gachibowli,1,0,100.35
1000,3,3,0,5600,1687,Gachibowli,1,0,94.47
1001,3,3,1,5600,1687,Gachibowli,1,1,94.47
1002,3,3,1,6051,1322,Gachibowli,2,0,79.99
1003,3,3,1,5900,1400,Gachibowli,1,0,82.6
1004,3,3,1,5600,1874,Gachibowli,1,0,104.94
1005,3,3,1,5673,1322,Gachibowli,2,0,75.0
1007,2,3,1,5580,1344,Gachibowli,1,0,75.0
1009,3,3,1,5900,1400,Gachibowli,1,0,82.6
1025,2,3,1,5600,1344,Gachibowli,1,0,75.26
1030,3,3,1,5510,1597,Gachibowli,1,0,87.99
1033,4,3,1,5982,3410,Gachibowli,1,1,203.99
1034,3,3,1,5600,1597,Gachibowli,1,1,89.43
1038,3,3,1,5526,1538,Gachibowli,1,0,84.99
1043,4,3,1,5500,2208,Gachibowli,1,1,121.44
1044,3,3,1,7200,2405,Gachibowli,1,1,173.16
1048,3,3,1,5500,1673,Gachibowli,1,0,92.02
1052,3,3,1,5500,1792,Gachibowli,1,0,98.56
1054,3,3,1,5900,1400,Gachibowli,1,0,82.6
1056,3,3,1,5900,1435,Gachibowli,1,0,84.66
1057,3,3,1,5500,2191,Gachibowli,1,0,120.5
1058,3,3,1,5500,2150,Gachibowli,1,0,118.25
1059,3,3,1,5500,2208,Gachibowli,1,0,121.44
1066,3,3,1,5500,1687,Gachibowli,1,0,92.78
1067,3,3,1,5500,3924,Gachibowli,1,0,215.82
1070,3,3,1,5500,2208,Gachibowli,1,0,121.44
1078,2,3,1,5500,2150,Gachibowli,1,0,118.25
1081,2,3,1,5500,2132,Gachibowli,1,0,117.26
1084,3,3,1,5500,2208,Gachibowli,1,0,121.44
1093,3,3,1,6337,1925,Gachibowli,1,0,121.99
1094,3,3,1,6418,1745,Gachibowli,1,0,111.99
1095,3,3,1,6437,1600,Gachibowli,1,0,102.99
1096,3,3,1,5500,1874,Gachibowli,1,0,103.07
1106,3,3,1,5500,1687,Gachibowli,1,0,92.78
1107,3,3,1,5500,1538,Gachibowli,1,0,84.59
1140,3,3,1,5500,1597,Gachibowli,1,0,87.84
1151,3,3,1,5500,1874,Gachibowli,1,0,103.07
1153,3,3,1,5900,1400,Gachibowli,1,0,82.6
1168,2,3,1,6101,1344,Gachibowli,1,0,82.0
1173,3,3,1,5816,1874,Gachibowli,1,0,108.99
1182,3,3,1,7000,2272,Gachibowli,1,0,159.04
1185,3,3,1,7000,2200,Gachibowli,1,0,154.0
1186,3,3,1,7000,2255,Gachibowli,1,0,157.85
1187,3,3,1,7002,2422,Gachibowli,1,0,169.59
1188,3,3,1,7003,2322,Gachibowli,1,0,162.61
1193,3,3,1,6758,1717,Gachibowli,1,1,116.03
1195,3,3,1,5500,1597,Gachibowli,1,1,87.84
1196,2,3,1,5500,1254,Gachibowli,1,0,68.97
1204,3,3,1,6447,1919,Gachibowli,1,0,123.72
1206,2,3,0,5569,1652,Gachibowli,1,1,92.0
1207,3,3,1,6387,2270,Gachibowli,1,0,144.98
1226,3,3,1,7000,2800,Gachibowli,1,0,196.0
1242,3,3,1,6171,1993,Gachibowli,1,0,122.99
1243,3,3,1,6149,1919,Gachibowli,1,0,118.0
1246,3,3,1,6199,1742,Gachibowli,1,0,107.99
1247,3,3,1,6700,2696,Gachibowli,1,0,180.63
1248,3,3,1,6701,2701,Gachibowli,1,0,180.99
1254,3,3,0,5500,1874,Gachibowli,1,0,103.07
1257,3,3,1,6500,1955,Gachibowli,1,1,127.08
1260,3,3,1,5500,2150,Gachibowli,1,0,118.25
1272,3,3,1,5500,1597,Gachibowli,1,1,87.84
1273,3,3,1,6387,2270,Gachibowli,1,0,144.98
1274,3,3,1,6337,1925,Gachibowli,1,0,121.99
1275,4,3,1,7186,2626,Gachibowli,1,0,188.7
1276,3,3,1,5578,1538,Gachibowli,1,0,85.79
1279,3,3,1,6651,2270,Gachibowli,1,0,150.98
1280,3,3,1,6437,1600,Gachibowli,1,0,102.99
1281,3,3,1,6418,1745,Gachibowli,1,0,111.99
1296,3,3,1,6500,3410,Gachibowli,1,1,221.65
1297,3,3,1,5500,2132,Gachibowli,1,0,117.26
1298,3,3,1,5500,1792,Gachibowli,1,0,98.56
1316,3,3,1,6687,1600,Gachibowli,1,0,106.99
1318,3,3,1,5500,1673,Gachibowli,1,0,92.02
1329,3,3,1,6167,2270,Gachibowli,1,0,139.99
1335,4,4,1,6501,3347,Gachibowli,1,1,217.59
1336,4,4,1,6000,5000,Gachibowli,3,0,300.0
1337,3,4,1,6500,3410,Gachibowli,1,1,221.65
1338,5,4,1,6779,4012,Gachibowli,1,1,271.97
1339,5,4,1,6700,4701,Gachibowli,1,1,314.97
1340,4,4,1,6709,4799,Gachibowli,1,1,321.96
1341,4,4,0,6996,3230,Gachibowli,1,1,225.97
1342,4,4,1,6500,3480,Gachibowli,1,1,226.2
1344,4,4,1,6500,3458,Gachibowli,1,1,224.77
1345,3,4,1,6500,3800,Gachibowli,1,1,247.0
1346,4,4,1,6500,3480,Gachibowli,1,1,226.2
1347,4,4,0,6500,3800,Gachibowli,1,1,247.0
1348,4,4,1,6483,3347,Gachibowli,1,1,216.99
1349,4,4,1,7044,3549,Gachibowli,1,0,249.99
1351,3,4,0,6245,2722,Gachibowli,1,1,169.99
1352,4,4,1,5689,2713,Gachibowli,1,0,154.34
1353,5,4,1,6066,4945,Gachibowli,1,1,299.96
1355,4,4,1,6500,3448,Gachibowli,1,1,224.12
1357,4,4,1,5600,5303,Gachibowli,1,0,296.97
1358,4,4,1,5300,4945,Gachibowli,1,0,262.08
1359,4,4,1,5350,3569,Gachibowli,1,0,190.94
1360,5,4,1,6773,3986,Gachibowli,1,1,269.97
1361,4,4,1,6500,3458,Gachibowli,1,1,224.77
1363,4,4,1,6200,2848,Gachibowli,1,0,176.58
1366,3,4,1,5500,3569,Gachibowli,1,0,196.3
1367,5,4,1,5500,5036,Gachibowli,1,0,276.98
1370,3,4,1,5400,1874,Gachibowli,1,0,101.2
1372,4,4,1,6671,5036,Gachibowli,1,1,335.95
1373,3,4,1,6483,3347,Gachibowli,1,1,216.99
1374,4,4,1,5982,3410,Gachibowli,1,1,203.99
1376,4,4,1,7001,3477,Gachibowli,1,0,243.42
1378,3,4,1,7152,3565,Gachibowli,3,1,254.97
1379,4,4,1,6500,3448,Gachibowli,1,1,224.12
1380,4,4,1,6501,3347,Gachibowli,1,1,217.59
1382,3,4,1,6483,3347,Gachibowli,1,1,216.99
1383,4,4,1,6741,2848,Gachibowli,1,0,191.98
1384,5,4,1,6669,2729,Gachibowli,1,0,182.0
1385,3,4,1,6500,3800,Gachibowli,1,1,247.0
1388,5,5,1,6500,4152,Gachibowli,1,1,269.88
1390,5,5,1,6478,4152,Gachibowli,1,1,268.97
1391,4,5,1,6500,4152,Gachibowli,1,1,269.88
1392,3,5,1,6478,4152,Gachibowli,1,1,268.97
1393,4,5,1,6492,6500,Gachibowli,1,1,421.98
1394,6,5,1,7015,6686,Gachibowli,1,1,469.02
1397,4,5,1,6492,6500,Gachibowli,1,1,421.98
1399,5,5,1,6500,4152,Gachibowli,1,1,269.88
1400,5,5,1,6500,4146,Gachibowli,1,1,269.49
1401,5,5,1,6478,4152,Gachibowli,1,1,268.97
1403,2,2,1,3900,1050,Gajulramaram Kukatpally,1,1,40.95
1404,2,2,1,4200,1020,Gajulramaram Kukatpally,1,1,42.84
1405,2,2,1,4000,940,Gajulramaram Kukatpally,1,0,37.6
1406,2,2,1,2998,1125,Gajulramaram Kukatpally,1,1,33.73
1407,2,2,0,5066,1125,Gajulramaram Kukatpally,1,1,56.99
1408,2,2,1,4000,960,Gajulramaram Kukatpally,1,0,38.4
1409,2,2,1,4200,1020,Gajulramaram Kukatpally,2,1,42.84
1410,2,2,1,4000,1100,Gajulramaram Kukatpally,1,0,44.0
1411,2,2,1,3916,960,Gajulramaram Kukatpally,1,1,37.59
1412,2,2,1,3800,1170,Gajulramaram Kukatpally,1,1,44.46
1413,2,2,1,4200,1095,Gajulramaram Kukatpally,1,1,45.99
1414,2,2,1,2853,1125,Gajulramaram Kukatpally,1,1,32.1
1415,2,2,1,4583,1200,Gajulramaram Kukatpally,1,1,55.0
1416,2,2,1,4000,960,Gajulramaram Kukatpally,1,0,38.4
1417,3,3,0,4753,1620,Gajulramaram Kukatpally,1,1,77.0
1420,3,3,1,5115,1583,Gajulramaram Kukatpally,1,0,80.97
1421,3,3,1,5122,1581,Gajulramaram Kukatpally,1,0,80.98
1426,2,3,1,4270,1405,Gajulramaram Kukatpally,1,1,59.99
1429,2,2,1,4955,1360,Hitech City,1,0,67.39
1430,2,2,1,4958,1216,Hitech City,1,0,60.29
1431,2,2,1,5699,1210,Hitech City,1,0,68.96
1432,2,2,1,8000,1334,Hitech City,1,1,106.72
1433,2,2,1,6030,1000,Hitech City,1,0,60.3
1434,2,2,1,6021,1120,Hitech City,1,0,67.44
1435,2,2,1,6868,990,Hitech City,1,1,67.99
1436,2,2,1,8206,1450,Hitech City,1,0,118.99
1437,2,2,1,5899,1250,Hitech City,1,0,73.74
1438,2,2,1,7496,1334,Hitech City,1,1,100.0
1439,2,2,1,4958,1360,Hitech City,1,0,67.43
1440,2,2,1,6428,1400,Hitech City,1,0,89.99
1441,2,2,1,6299,1327,Hitech City,1,0,83.59
1442,2,2,0,7931,1450,Hitech City,1,1,115.0
1443,2,2,1,8347,1210,Hitech City,1,0,101.0
1444,3,2,0,7034,1848,Hitech City,1,1,129.99
1445,3,2,0,8620,1160,Hitech City,1,0,99.99
1446,3,2,1,9042,1327,Hitech City,1,1,119.99
1447,2,2,1,5400,1261,Hitech City,1,0,68.09
1448,2,2,1,5500,1032,Hitech City,1,1,56.76
1449,2,2,1,5040,1250,Hitech City,1,1,63.0
1450,2,2,1,6490,1346,Hitech City,1,1,87.36
1451,2,2,0,7200,1250,Hitech City,1,1,90.0
1452,2,2,1,6488,863,Hitech City,1,1,55.99
1453,2,2,1,7460,1327,Hitech City,1,1,98.99
1454,2,2,1,6620,1450,Hitech City,1,0,95.99
1455,2,2,1,6299,1327,Hitech City,1,1,83.59
1456,2,2,1,6800,1250,Hitech City,1,0,85.0
1463,3,3,0,7273,3492,Hitech City,1,1,253.97
1466,3,3,1,6878,1890,Hitech City,1,0,129.99
1467,3,3,0,7200,1910,Hitech City,1,1,137.52
1469,3,3,1,8823,2380,Hitech City,1,1,209.99
1470,1,3,0,7857,2100,Hitech City,1,1,165.0
1471,2,3,1,7832,3447,Hitech City,3,1,269.97
1474,3,3,0,7911,1580,Hitech City,1,1,124.99
1477,3,3,1,7090,2045,Hitech City,1,0,144.99
1479,3,3,0,6760,1420,Hitech City,1,1,95.99
1482,3,3,1,7983,2380,Hitech City,1,1,190.0
1483,3,3,0,8181,2750,Hitech City,1,1,224.98
1494,3,3,0,7155,2795,Hitech City,1,1,199.98
1497,3,3,0,6772,1580,Hitech City,1,1,107.0
1502,3,3,0,8817,2051,Hitech City,1,1,180.84
1506,3,3,1,7346,2695,Hitech City,1,1,197.97
1514,3,3,0,7911,1580,Hitech City,1,1,124.99
1515,3,3,1,7860,1870,Hitech City,1,0,146.98
1516,3,3,1,7500,1600,Hitech City,1,0,120.0
1521,3,3,1,8645,1550,Hitech City,1,0,134.0
1527,3,3,1,6772,1890,Hitech City,1,0,127.99
1528,3,3,1,6763,1730,Hitech City,1,0,117.0
1529,3,3,1,6701,1910,Hitech City,1,0,127.99
1530,3,3,1,6682,2065,Hitech City,1,0,137.98
1533,3,3,0,6938,1650,Hitech City,1,1,114.48
1534,3,3,0,7200,1590,Hitech City,1,1,114.48
1535,3,3,0,7200,1990,Hitech City,1,1,143.28
1536,3,3,1,6986,2290,Hitech City,1,0,159.98
1538,3,3,1,7142,1960,Hitech City,1,0,139.98
1544,3,3,1,7972,2195,Hitech City,1,0,174.99
1545,3,3,1,7727,1980,Hitech City,1,0,152.99
1548,3,3,1,7920,2260,Hitech City,1,0,178.99
1549,3,3,1,7798,1885,Hitech City,1,0,146.99
1554,3,3,0,7012,2695,Hitech City,1,1,188.97
1555,3,3,1,8449,1870,Hitech City,1,0,158.0
1562,3,3,0,8630,1738,Hitech City,1,1,149.99
1564,4,4,0,8148,2160,Hitech City,1,1,176.0
1567,4,4,1,7475,3090,Hitech City,1,1,230.98
1568,4,4,0,8219,3650,Hitech City,1,1,299.99
1569,4,4,0,8361,4784,Hitech City,1,1,399.99
1571,5,4,1,7902,2860,Hitech City,1,0,226.0
1572,5,4,0,7361,3260,Hitech City,1,1,239.97
1573,4,4,1,8578,3031,Hitech City,1,1,260.0
1575,4,4,1,8420,3147,Hitech City,1,1,264.98
1576,3,4,1,8325,3147,Hitech City,1,1,261.99
1580,5,4,1,6745,2965,Hitech City,1,0,199.99
1581,4,4,0,6748,3260,Hitech City,1,1,219.98
1582,4,4,1,7900,3494,Hitech City,1,1,276.03
1584,4,4,1,7555,3044,Hitech City,1,1,229.97
1585,4,4,1,7416,3101,Hitech City,1,1,229.97
1586,5,4,1,7723,2965,Hitech City,1,0,228.99
1587,4,4,1,8156,3494,Hitech City,1,1,284.97
1588,4,4,1,8219,3650,Hitech City,1,1,299.99
1589,5,4,0,7803,3883,Hitech City,1,1,302.99
1594,3,4,1,7555,2250,Hitech City,1,1,169.99
1597,4,4,1,7443,3090,Hitech City,1,1,229.99
1598,4,4,1,7499,3147,Hitech City,1,1,235.99
1599,4,4,1,7588,3031,Hitech City,1,1,229.99
1600,4,4,1,7443,3090,Hitech City,1,1,229.99
1601,3,4,0,7668,3260,Hitech City,1,1,249.98
1602,4,4,1,7508,3090,Hitech City,1,1,232.0
1603,5,4,1,7543,3049,Hitech City,1,1,229.99
1604,4,4,1,7499,3147,Hitech City,1,1,235.99
1605,4,4,1,7443,3090,Hitech City,1,1,229.99
1606,4,4,1,8843,3449,Hitech City,1,1,305.0
1607,5,5,0,7500,4375,Hitech City,1,1,328.12
1608,2,2,1,2872,940,Hitech City Road,1,0,27.0
1609,2,2,1,2857,910,Hitech City Road,1,0,26.0
1610,2,2,1,2857,910,Hitech City Road,1,0,26.0
1611,2,2,1,2857,910,Hitech City Road,1,0,26.0
1612,2,1,1,2829,1025,Kompally,1,0,29.0
1613,2,1,1,2400,1027,Kompally,1,0,24.65
1614,2,1,0,3684,950,Kompally,1,1,35.0
1615,2,1,0,3941,850,Kompally,1,1,33.5
1616,2,1,1,4032,930,Kompally,1,0,37.5
1617,2,1,0,2666,1200,Kompally,1,0,31.99
1618,2,1,1,2406,1205,Kompally,1,0,28.99
1621,2,2,1,3981,1080,Kompally,1,0,42.99
1622,2,2,1,3981,1080,Kompally,1,0,42.99
1623,2,2,1,3981,1080,Kompally,1,0,42.99
1624,2,2,1,4000,1250,Kompally,1,0,50.0
1625,2,2,1,3978,930,Kompally,1,0,37.0
1626,2,2,1,4000,1250,Kompally,1,0,50.0
1629,2,2,1,4000,1250,Kompally,1,0,50.0
1631,2,2,1,4025,1180,Kompally,1,0,47.5
1632,2,2,1,3983,1180,Kompally,1,0,47.0
1633,2,2,1,3983,1180,Kompally,1,0,47.0
1634,2,2,1,3978,930,Kompally,1,0,37.0
1635,2,2,1,4027,1080,Kompally,1,0,43.49
1636,2,2,1,3981,1080,Kompally,1,0,42.99
1637,2,2,1,4032,930,Kompally,1,0,37.5
1638,2,2,1,4005,930,Kompally,1,0,37.25
1639,2,2,1,3978,930,Kompally,1,0,37.0
1643,2,2,1,3981,1080,Kompally,1,0,42.99
1645,2,2,1,4000,1080,Kompally,1,0,43.2
1646,2,2,1,3333,1500,Kompally,1,0,50.0
1647,2,2,1,3981,1080,Kompally,1,0,42.99
1648,2,2,1,3981,1080,Kompally,1,0,42.99
1649,2,2,1,4000,1200,Kompally,1,0,48.0
1650,2,2,1,3983,1180,Kompally,1,0,47.0
1651,2,2,1,4000,930,Kompally,1,0,37.2
1652,2,2,1,3949,1266,Kompally,1,0,49.99
1653,2,2,1,4132,1210,Kompally,1,0,50.0
1654,2,2,0,4444,900,Kompally,1,1,40.0
1655,2,2,1,3978,935,Kompally,1,0,37.19
1656,2,2,1,4000,1080,Kompally,1,0,43.2
1657,2,2,1,4166,1200,Kompally,0,1,49.99
1659,2,2,1,3972,1183,Kompally,1,0,46.99
1660,2,2,1,3983,1180,Kompally,1,0,47.0
1661,2,2,1,3983,1180,Kompally,1,0,47.0
1662,2,2,1,4000,1250,Kompally,1,0,50.0
1667,2,2,1,4000,1250,Kompally,1,1,50.0
1671,2,2,1,4000,1250,Kompally,1,0,50.0
1672,2,2,1,4000,1250,Kompally,1,0,50.0
1673,2,2,1,3983,1180,Kompally,1,0,47.0
1674,2,2,0,4800,1000,Kompally,1,1,48.0
1675,2,2,1,5209,883,Kompally,1,1,46.0
1676,2,2,1,4000,1350,Kompally,1,0,54.0
1677,2,2,1,4000,1250,Kompally,1,0,50.0
1678,2,2,1,4000,1250,Kompally,1,0,50.0
1679,2,2,1,4000,1250,Kompally,1,0,50.0
1681,2,2,1,3972,1183,Kompally,1,0,46.99
1682,2,2,1,3983,1180,Kompally,1,0,47.0
1683,2,2,1,3983,1180,Kompally,1,0,47.0
1684,2,2,1,4000,1250,Kompally,1,0,50.0
1685,2,2,1,4000,1250,Kompally,1,0,50.0
1686,2,2,1,4000,1250,Kompally,1,0,50.0
1687,2,2,1,4000,1250,Kompally,1,0,50.0
1690,2,2,1,4017,1120,Kompally,1,1,44.99
1691,2,2,1,3983,1180,Kompally,1,0,47.0
1692,2,2,1,4146,1198,Kompally,1,0,49.67
1693,1,2,0,3751,933,Kompally,1,1,35.0
1697,2,2,1,5047,842,Kompally,1,0,42.5
1698,3,2,0,4459,1525,Kompally,1,0,68.0
1699,2,2,0,3888,1260,Kompally,1,1,48.99
1701,2,2,1,4500,1100,Kompally,1,1,49.5
