,bath,bhk,building_status,rate_persqft,area _insqft,location,property_type,construction_status,price
1702,2,2,1,4679,1090,Kompally,1,0,51.0
1703,2,2,1,4000,1257,Kompally,1,0,50.28
1708,2,2,1,4148,1157,Kompally,1,0,47.99
1713,2,2,1,3949,1266,Kompally,1,0,49.99
1714,2,2,1,4000,1210,Kompally,1,0,48.4
1715,2,2,1,4500,1140,Kompally,1,0,51.3
1716,2,2,1,3983,1180,Kompally,1,0,47.0
1717,2,2,1,4000,1350,Kompally,1,0,54.0
1720,2,3,1,4000,1500,Kompally,1,0,60.0
1722,3,3,1,4000,1600,Kompally,1,0,64.0
1724,3,3,1,4444,4500,Kompally,3,1,199.98
1725,3,3,1,4000,1600,Kompally,1,0,64.0
1726,2,3,1,4000,1600,Kompally,1,0,64.0
1727,3,3,1,4000,1680,Kompally,1,1,67.2
1728,3,3,1,4000,2000,Kompally,1,0,80.0
1729,3,3,1,4625,1600,Kompally,1,0,74.0
1730,2,3,1,4000,1600,Kompally,1,0,64.0
1734,3,3,1,4000,1600,Kompally,1,0,64.0
1740,3,3,1,4000,1600,Kompally,1,0,64.0
1741,3,3,1,4000,1600,Kompally,1,0,64.0
1742,3,3,1,4908,2526,Kompally,3,0,123.98
1743,2,3,0,4000,1500,Kompally,1,1,60.0
1744,3,3,1,4000,1760,Kompally,1,0,70.4
1745,4,3,1,5153,1921,Kompally,3,0,98.99
1746,3,3,1,3703,2700,Kompally,3,1,99.98
1747,3,3,1,4629,2700,Kompally,3,1,124.98
1748,3,3,1,4000,2000,Kompally,1,0,80.0
1749,3,3,1,4000,1600,Kompally,1,0,64.0
1750,3,3,0,4411,1700,Kompally,1,1,74.99
1751,3,3,0,4642,1400,Kompally,1,1,64.99
1752,4,3,1,5555,1800,Kompally,3,1,99.99
1753,3,3,1,4000,1652,Kompally,1,0,66.08
1754,3,3,1,4500,1550,Kompally,1,1,69.75
1755,3,3,1,5950,2830,Kompally,3,0,168.38
1758,3,3,1,4176,2035,Kompally,1,0,84.98
1759,3,3,1,4000,2000,Kompally,1,0,80.0
1760,2,3,1,4000,2000,Kompally,1,0,80.0
1761,2,3,0,4000,1500,Kompally,1,1,60.0
1763,3,3,0,4816,1910,Kompally,1,1,91.99
1764,3,3,1,4000,1600,Kompally,1,0,64.0
1768,3,3,1,4000,2000,Kompally,1,0,80.0
1769,3,3,1,4000,1600,Kompally,1,0,64.0
1770,3,3,1,4000,1600,Kompally,1,0,64.0
1771,3,3,1,4000,2000,Kompally,1,0,80.0
1773,3,3,1,4000,1600,Kompally,1,0,64.0
1775,4,3,1,6250,3600,Kompally,3,1,225.0
1776,3,3,1,4000,1600,Kompally,1,0,64.0
1778,3,3,1,4000,2000,Kompally,1,0,80.0
1780,4,4,1,4129,3148,Kompally,3,0,129.98
1782,4,4,0,4650,2130,Kompally,3,1,99.04
1783,4,4,0,4650,2130,Kompally,3,1,99.04
1784,4,4,1,6376,3450,Kompally,3,0,219.97
1786,4,4,1,5950,3450,Kompally,3,0,205.28
1787,4,4,1,4556,3950,Kompally,3,1,179.96
1791,3,3,1,4000,1680,Kompally Road,1,1,67.2
1792,3,3,1,4050,2000,Kompally Road,1,0,81.0
1793,2,1,1,5559,1390,Kukatpally,1,1,77.27
1795,1,1,0,6000,500,Kukatpally,1,1,30.0
1796,2,1,0,3652,1191,Kukatpally,1,1,43.5
1797,2,1,1,5415,970,Kukatpally,1,1,52.53
1798,2,1,1,5327,1170,Kukatpally,1,1,62.33
1799,2,1,0,4741,1160,Kukatpally,1,0,55.0
1800,2,1,0,5200,1250,Kukatpally,1,1,65.0
1801,2,1,1,5789,1261,Kukatpally,1,0,73.0
1802,2,1,0,6750,1200,Kukatpally,1,1,81.0
1803,2,1,0,3733,900,Kukatpally,1,1,33.6
1806,2,2,1,5415,970,Kukatpally,1,1,52.53
1808,2,2,1,6471,1210,Kukatpally,1,1,78.3
1809,2,2,1,6734,1366,Kukatpally,1,0,91.99
1810,2,2,1,5229,1278,Kukatpally,1,0,66.83
1811,2,2,1,5228,1476,Kukatpally,1,0,77.17
1814,2,2,1,6476,1050,Kukatpally,1,1,68.0
1816,2,2,1,5441,1208,Kukatpally,1,0,65.73
1819,2,2,1,6368,1366,Kukatpally,1,0,86.99
1820,2,2,1,6279,1274,Kukatpally,1,0,79.99
1821,2,2,1,5889,1441,Kukatpally,1,0,84.86
1822,2,2,1,6254,1279,Kukatpally,1,0,79.99
1823,2,2,1,6222,1366,Kukatpally,1,0,84.99
1824,2,2,1,6176,1279,Kukatpally,1,0,78.99
1825,2,2,1,5853,1274,Kukatpally,1,0,74.57
1827,2,2,1,7888,1274,Kukatpally,1,0,100.49
1830,2,2,1,5989,1360,Kukatpally,1,1,81.45
1833,2,2,1,6750,1274,Kukatpally,1,0,86.0
1836,2,2,1,6825,1216,Kukatpally,1,0,82.99
1837,2,2,1,6250,1216,Kukatpally,1,0,76.0
1839,2,2,1,6245,1441,Kukatpally,1,0,89.99
1840,2,2,1,5731,1160,Kukatpally,1,1,66.48
1844,2,2,1,5454,1100,Kukatpally,1,0,59.99
1845,2,2,1,5454,1100,Kukatpally,1,0,59.99
1846,2,2,1,6384,1441,Kukatpally,1,0,91.99
1847,2,2,1,6414,1216,Kukatpally,1,0,77.99
1848,2,2,1,6436,1274,Kukatpally,1,0,81.99
1849,2,2,1,6436,1274,Kukatpally,1,0,81.99
1850,2,2,1,6098,1279,Kukatpally,1,0,77.99
1853,2,2,1,5618,1195,Kukatpally,1,1,67.14
1854,2,2,1,6436,1274,Kukatpally,1,0,81.99
1855,2,2,1,6031,1208,Kukatpally,1,1,72.85
1856,2,2,1,7833,1366,Kukatpally,1,0,107.0
1857,2,2,1,5541,1200,Kukatpally,1,1,66.49
1858,2,2,1,7794,1360,Kukatpally,1,0,106.0
1861,2,2,1,6397,1360,Kukatpally,1,0,87.0
1862,2,2,0,7042,1278,Kukatpally,1,1,90.0
1864,2,2,1,7113,1476,Kukatpally,1,1,104.99
1867,2,2,1,6411,1279,Kukatpally,1,0,82.0
1868,2,2,1,7886,1279,Kukatpally,1,0,100.86
1869,2,2,1,6411,1279,Kukatpally,1,0,82.0
1871,2,2,1,6802,1279,Kukatpally,1,0,87.0
1872,2,2,1,6259,1278,Kukatpally,1,1,79.99
1875,3,2,0,5641,1950,Kukatpally,1,0,110.0
1876,2,2,1,5358,1090,Kukatpally,1,1,58.4
1878,2,2,1,5631,1160,Kukatpally,1,1,65.32
1880,2,2,1,6259,1278,Kukatpally,1,1,79.99
1881,2,2,1,7820,1441,Kukatpally,1,0,112.69
1882,2,2,1,7849,1366,Kukatpally,1,0,107.22
1887,2,2,1,6724,1279,Kukatpally,1,0,86.0
1888,2,2,1,6588,1360,Kukatpally,1,0,89.6
1891,2,2,1,6622,1208,Kukatpally,1,0,79.99
1892,2,2,1,6279,1274,Kukatpally,1,0,79.99
1893,2,2,1,6592,1441,Kukatpally,1,0,94.99
1903,2,2,1,6764,1360,Kukatpally,1,0,91.99
1905,2,2,1,6176,1441,Kukatpally,1,1,89.0
1906,2,2,1,6414,1216,Kukatpally,1,0,77.99
1907,2,2,1,6411,1279,Kukatpally,1,0,82.0
1908,2,2,1,6200,1274,Kukatpally,1,0,78.99
1909,2,2,1,5618,1195,Kukatpally,1,1,67.14
1910,2,2,1,5631,1160,Kukatpally,1,1,65.32
1912,2,2,1,7036,1208,Kukatpally,1,0,84.99
1917,2,2,1,5294,1020,Kukatpally,1,1,54.0
1919,2,2,1,6617,1360,Kukatpally,1,0,89.99
1926,2,2,1,6037,1441,Kukatpally,1,0,86.99
1927,2,2,1,6295,1366,Kukatpally,1,0,85.99
1928,2,2,1,6333,1279,Kukatpally,1,0,81.0
1929,2,2,1,6323,1360,Kukatpally,1,0,85.99
1930,2,2,1,6259,1278,Kukatpally,1,1,79.99
1933,2,2,1,7894,1216,Kukatpally,1,0,95.99
1934,2,2,1,7864,1208,Kukatpally,1,0,95.0
1940,2,2,1,6194,1216,Kukatpally,1,0,75.32
1941,2,2,1,6178,1208,Kukatpally,1,1,74.63
1942,2,2,1,6800,1441,Kukatpally,1,0,97.99
1947,2,2,1,5298,1255,Kukatpally,1,1,66.49
1948,2,2,1,6489,1279,Kukatpally,1,0,82.99
1950,2,2,1,6523,1441,Kukatpally,1,0,94.0
1951,2,2,1,6578,1216,Kukatpally,1,0,79.99
1952,2,2,1,6442,1366,Kukatpally,1,0,88.0
1953,2,2,1,6369,1366,Kukatpally,1,0,87.0
1954,2,2,1,6178,1208,Kukatpally,1,1,74.63
1955,2,2,1,6661,1216,Kukatpally,1,1,81.0
1956,2,2,1,6245,1441,Kukatpally,1,0,89.99
1961,2,2,1,6411,1279,Kukatpally,1,0,82.0
1966,2,2,1,6279,1274,Kukatpally,1,0,79.99
1967,2,2,1,6411,1279,Kukatpally,1,0,82.0
1969,2,2,1,6397,1360,Kukatpally,1,0,87.0
1970,2,2,1,6295,1366,Kukatpally,1,0,85.99
1971,2,2,1,6250,1360,Kukatpally,1,0,85.0
1973,2,2,1,6567,1279,Kukatpally,1,0,83.99
1979,2,2,1,6397,1360,Kukatpally,1,0,87.0
1981,2,2,1,6222,1366,Kukatpally,1,0,84.99
1984,2,2,1,6254,1279,Kukatpally,1,0,79.99
1986,2,2,0,5551,1225,Kukatpally,1,1,68.0
1988,2,2,1,6149,1366,Kukatpally,1,0,84.0
1989,2,2,1,6357,1274,Kukatpally,1,0,80.99
1993,2,2,1,6496,1216,Kukatpally,1,0,78.99
1994,2,2,1,6374,1208,Kukatpally,1,0,77.0
1996,2,2,1,6250,1360,Kukatpally,1,0,85.0
2004,2,2,1,6245,1441,Kukatpally,1,0,89.99
2005,2,2,0,6285,1225,Kukatpally,1,1,76.99
2012,2,2,0,6181,1100,Kukatpally,1,0,67.99
2013,3,2,1,8668,1442,Kukatpally,1,0,124.99
2014,3,2,1,8668,1442,Kukatpally,1,0,124.99
2015,3,2,1,8571,1400,Kukatpally,1,0,119.99
2016,2,2,1,8668,1442,Kukatpally,1,0,124.99
2018,2,2,0,6000,1271,Kukatpally,1,1,76.26
2019,2,2,0,6857,1050,Kukatpally,1,1,72.0
2022,2,2,1,6700,1208,Kukatpally,1,0,80.94
2027,2,2,1,6167,1216,Kukatpally,1,0,74.99
2032,2,2,1,6333,1279,Kukatpally,1,0,81.0
2033,2,2,0,8698,1437,Kukatpally,1,1,124.99
2035,2,2,1,6470,1020,Kukatpally,1,1,65.99
2036,3,2,0,6666,1200,Kukatpally,0,0,79.99
2037,3,2,0,5333,900,Kukatpally,1,1,48.0
2038,2,2,0,6666,1200,Kukatpally,1,1,79.99
2040,2,2,1,6200,1216,Kukatpally,1,0,75.39
2042,2,2,1,6180,1208,Kukatpally,1,0,74.65
2045,3,2,1,6344,1450,Kukatpally,1,1,91.99
2046,3,2,1,6344,1450,Kukatpally,1,1,91.99
2048,3,2,1,6512,1090,Kukatpally,1,1,70.98
2049,3,2,1,6478,1190,Kukatpally,1,1,77.09
2050,3,2,1,6471,1210,Kukatpally,1,1,78.3
2052,3,2,1,6512,1090,Kukatpally,1,1,70.98
2054,3,2,0,8620,1740,Kukatpally,1,1,149.99
2055,3,2,1,5334,1150,Kukatpally,1,1,61.34
2056,3,2,1,5306,1230,Kukatpally,1,1,65.26
2057,3,2,1,5358,1090,Kukatpally,1,1,58.4
2058,3,2,1,5298,1255,Kukatpally,1,1,66.49
2060,2,2,1,5327,1170,Kukatpally,1,1,62.33
2061,3,2,1,5248,1435,Kukatpally,1,1,75.31
2063,2,2,1,7916,1216,Kukatpally,1,0,96.26
2064,2,2,1,7852,1360,Kukatpally,1,0,106.79
2067,2,2,1,7920,1208,Kukatpally,1,0,95.67
2068,2,2,1,7886,1279,Kukatpally,1,0,100.86
2072,2,2,1,6523,1441,Kukatpally,1,1,94.0
2073,2,2,1,6436,1274,Kukatpally,1,1,81.99
2074,2,2,1,7820,1441,Kukatpally,1,0,112.69
2075,2,2,1,6592,1441,Kukatpally,1,1,94.99
2076,2,2,0,6839,1199,Kukatpally,1,1,82.0
2077,2,2,1,6617,1360,Kukatpally,1,1,89.99
2079,2,2,1,5306,1230,Kukatpally,1,1,65.26
2080,2,2,1,5358,1090,Kukatpally,1,1,58.4
2081,2,2,1,6368,1366,Kukatpally,1,0,86.99
2082,2,2,1,6200,1274,Kukatpally,1,0,78.99
2083,2,2,1,6176,1360,Kukatpally,1,0,83.99
2084,2,2,1,6578,1216,Kukatpally,1,0,79.99
2085,2,2,1,5327,1170,Kukatpally,1,1,62.33
2087,2,2,1,6122,1274,Kukatpally,1,0,77.99
2088,2,2,1,6176,1441,Kukatpally,1,0,89.0
2089,2,2,1,6662,1441,Kukatpally,1,0,96.0
2090,2,2,1,5838,1366,Kukatpally,1,0,79.75
2091,2,2,1,6825,1216,Kukatpally,1,0,82.99
2092,2,2,1,6514,1274,Kukatpally,1,0,82.99
2093,2,2,1,6323,1360,Kukatpally,1,0,85.99
2094,2,2,1,6691,1360,Kukatpally,1,0,91.0
2095,3,2,0,5262,1870,Kukatpally,1,0,98.4
2096,2,2,1,6593,1274,Kukatpally,1,1,83.99
2097,2,2,1,6588,1366,Kukatpally,1,1,89.99
2098,2,2,1,6617,1360,Kukatpally,1,1,89.99
2099,2,2,1,6578,1216,Kukatpally,1,1,79.99
2100,2,2,1,6208,1208,Kukatpally,1,0,74.99
2101,2,2,1,6544,1360,Kukatpally,1,1,89.0
2103,2,2,1,6544,1360,Kukatpally,1,1,89.0
2104,2,2,0,8607,1278,Kukatpally,1,1,110.0
2106,2,2,1,6588,1366,Kukatpally,1,1,89.99
2108,2,2,1,6743,1216,Kukatpally,1,1,81.99
2109,2,2,1,5840,993,Kukatpally,1,1,57.99
2113,2,2,1,6245,1441,Kukatpally,1,0,89.99
2114,2,2,1,6397,1360,Kukatpally,1,0,87.0
2115,2,2,1,7433,1278,Kukatpally,1,1,94.99
2117,2,2,1,6593,1274,Kukatpally,1,1,83.99
2118,2,2,1,6414,1216,Kukatpally,1,0,77.99
2120,2,2,1,6567,1279,Kukatpally,1,1,83.99
2123,3,3,1,7222,3600,Kukatpally,1,1,259.99
2124,3,3,1,6321,1740,Kukatpally,1,0,109.99
2127,3,3,1,6236,1860,Kukatpally,1,0,115.99
2129,3,3,1,6473,1931,Kukatpally,1,0,124.99
2130,3,3,1,5590,2075,Kukatpally,1,0,115.99
2131,3,3,1,5563,1375,Kukatpally,1,1,76.49
2132,3,3,1,6595,1592,Kukatpally,1,0,104.99
2136,3,3,1,5652,1420,Kukatpally,1,1,80.26
2137,4,3,1,6122,2450,Kukatpally,3,1,149.99
2139,3,3,1,5667,1360,Kukatpally,1,1,77.07
2140,3,3,1,7747,1665,Kukatpally,1,0,128.99
2141,3,3,1,5653,1415,Kukatpally,1,1,79.99
2144,3,3,1,7664,1931,Kukatpally,1,0,147.99
2148,3,3,1,7687,1782,Kukatpally,1,0,136.98
2149,3,3,1,5595,1592,Kukatpally,1,0,89.07
2151,3,3,0,5750,2000,Kukatpally,1,1,115.0
2152,2,3,1,6417,1870,Kukatpally,1,1,120.0
2154,3,3,1,7923,1931,Kukatpally,1,0,152.99
2156,3,3,1,7709,1842,Kukatpally,1,0,142.0
2157,3,3,0,6779,1770,Kukatpally,1,0,119.99
2158,3,3,1,6612,1860,Kukatpally,1,0,122.98
2159,3,3,1,6568,1842,Kukatpally,1,0,120.98
2160,3,3,0,6185,1940,Kukatpally,0,1,119.99
2163,3,3,1,6263,1884,Kukatpally,1,0,117.99
2164,3,3,1,8026,1931,Kukatpally,1,0,154.98
2165,3,3,0,5794,1950,Kukatpally,1,1,112.98
2166,3,3,0,6570,1933,Kukatpally,1,1,127.0
2168,3,3,1,7819,1931,Kukatpally,1,0,150.98
2169,3,3,1,6578,1672,Kukatpally,1,0,109.98
2170,3,3,1,6203,1592,Kukatpally,1,1,98.75
2171,3,3,1,6565,1782,Kukatpally,1,0,116.99
2172,3,3,1,6206,1665,Kukatpally,1,0,103.33
2175,2,3,0,6214,1770,Kukatpally,1,1,109.99
2178,3,3,0,6250,1600,Kukatpally,1,1,100.0
2180,3,3,1,6157,1884,Kukatpally,1,0,116.0
2181,3,3,1,6578,1672,Kukatpally,1,0,109.98
2183,3,3,1,6340,1735,Kukatpally,1,0,110.0
2184,3,3,1,5693,2020,Kukatpally,1,0,115.0
2185,3,3,1,6459,1672,Kukatpally,1,0,107.99
2187,3,3,1,6587,1852,Kukatpally,1,0,121.99
2188,3,3,0,7328,1842,Kukatpally,1,1,134.98
2189,3,3,0,6185,1940,Kukatpally,2,1,119.99
2190,3,3,0,6214,1770,Kukatpally,1,1,109.99
2191,3,3,0,8908,1740,Kukatpally,1,1,155.0
2193,3,3,1,7771,1592,Kukatpally,1,0,123.71
2194,3,3,1,7771,1592,Kukatpally,1,0,123.71
2195,3,3,1,7726,1592,Kukatpally,1,0,123.0
2196,3,3,1,7771,1592,Kukatpally,1,0,123.71
2197,3,3,1,7721,1782,Kukatpally,1,0,137.59
2198,3,3,0,8197,1842,Kukatpally,1,1,150.99
2199,3,3,1,6321,1740,Kukatpally,1,0,109.99
2200,3,3,1,7463,1782,Kukatpally,1,1,132.99
2201,3,3,1,6287,2020,Kukatpally,1,0,127.0
2202,3,3,1,6321,1740,Kukatpally,1,0,109.99
2203,3,3,1,6344,1860,Kukatpally,1,0,118.0
2204,3,3,1,5559,1390,Kukatpally,1,1,77.27
2205,3,3,1,6410,1872,Kukatpally,1,1,120.0
2206,3,3,0,6100,1400,Kukatpally,1,1,85.4
2207,3,3,1,6562,1600,Kukatpally,1,1,104.99
2208,3,3,1,5936,1735,Kukatpally,1,1,102.99
2209,3,3,1,5941,1592,Kukatpally,1,1,94.58
2210,3,3,1,6344,1450,Kukatpally,3,1,91.99
2211,3,3,1,6209,1852,Kukatpally,1,0,114.99
2212,3,3,1,6264,1740,Kukatpally,1,0,108.99
2213,3,3,1,6224,1735,Kukatpally,1,0,107.99
2214,3,3,1,6281,1592,Kukatpally,1,0,99.99
2215,4,3,1,5533,2259,Kukatpally,1,1,124.99
2217,3,3,1,6228,1782,Kukatpally,1,0,110.98
2218,3,3,1,6246,1665,Kukatpally,1,0,104.0
2219,3,3,1,6182,1860,Kukatpally,1,0,114.99
2220,3,3,1,6609,1740,Kukatpally,1,0,115.0
2221,3,3,1,6609,1740,Kukatpally,1,0,115.0
2222,3,3,1,6514,1842,Kukatpally,1,0,119.99
2223,3,3,1,6479,1852,Kukatpally,1,0,119.99
2224,3,3,1,5903,1931,Kukatpally,1,1,113.99
2225,3,3,1,6570,1735,Kukatpally,1,0,113.99
2226,3,3,1,6578,1672,Kukatpally,1,0,109.98
2227,3,3,1,6606,1665,Kukatpally,1,0,109.99
2228,3,3,1,6565,1782,Kukatpally,1,0,116.99
2229,3,3,1,5553,1415,Kukatpally,1,1,78.57
2230,3,3,1,5567,1360,Kukatpally,1,1,75.71
2233,3,3,1,6559,1860,Kukatpally,1,0,122.0
2234,3,3,1,6595,1592,Kukatpally,1,0,104.99
2236,4,3,1,6197,2259,Kukatpally,1,1,139.99
2237,3,3,1,5700,1910,Kukatpally,1,1,108.87
2238,3,3,1,5700,1940,Kukatpally,1,1,110.58
2245,3,3,1,5700,1920,Kukatpally,1,1,109.44
2248,3,3,1,5700,1940,Kukatpally,1,1,110.58
2249,3,3,1,6200,1925,Kukatpally,1,1,119.35
2250,3,3,1,6200,1910,Kukatpally,1,1,118.42
2251,3,3,1,6200,1905,Kukatpally,1,1,118.11
2252,3,3,1,6200,1925,Kukatpally,1,1,119.35
2253,3,3,1,6180,1842,Kukatpally,1,0,113.84
2256,3,3,1,5700,1925,Kukatpally,1,1,109.72
2259,3,3,0,6040,1788,Kukatpally,1,1,108.0
2262,3,3,1,8313,1672,Kukatpally,1,0,138.99
2265,3,3,1,8313,1672,Kukatpally,1,0,138.99
2266,3,3,0,8668,1442,Kukatpally,1,0,124.99
2267,3,3,1,8333,1740,Kukatpally,1,0,144.99
2268,3,3,1,8045,1740,Kukatpally,1,0,139.98
2269,3,3,1,8313,1672,Kukatpally,1,0,138.99
2270,3,3,1,8309,1745,Kukatpally,1,0,144.99
2271,3,3,1,8313,1672,Kukatpally,1,0,138.99
2277,3,3,1,7349,1592,Kukatpally,1,0,117.0
2278,3,3,1,6200,1592,Kukatpally,1,0,98.7
2279,3,3,1,5971,1842,Kukatpally,1,0,109.99
2280,3,3,1,6236,1860,Kukatpally,1,0,115.99
2281,3,3,1,6321,1740,Kukatpally,1,0,109.99
2282,3,3,1,6279,1672,Kukatpally,1,0,104.98
2283,3,3,1,6426,1665,Kukatpally,1,0,106.99
2285,3,3,1,6206,1740,Kukatpally,1,0,107.98
2286,3,3,1,6134,1842,Kukatpally,1,0,112.99
2287,3,3,1,6155,1852,Kukatpally,1,0,113.99
2288,3,3,1,6281,1592,Kukatpally,1,0,99.99
2289,3,3,1,6182,1860,Kukatpally,1,0,114.99
2290,3,3,1,6134,1842,Kukatpally,1,0,112.99
2291,3,3,1,6172,1782,Kukatpally,1,0,109.99
2292,3,3,1,6224,1735,Kukatpally,1,0,107.99
2293,3,3,1,6160,1672,Kukatpally,1,0,103.0
2294,3,3,1,5778,1592,Kukatpally,1,0,91.99
2295,3,3,1,6186,1665,Kukatpally,1,0,103.0
2296,3,3,1,6339,1672,Kukatpally,1,0,105.99
2298,3,3,1,7851,1592,Kukatpally,1,0,124.99
2299,3,3,1,6406,1842,Kukatpally,1,0,118.0
2300,3,3,1,5950,1740,Kukatpally,1,0,103.53
2301,3,3,1,6269,1882,Kukatpally,1,0,117.98
2302,3,3,1,6369,1884,Kukatpally,1,0,119.99
2303,3,3,1,6163,1882,Kukatpally,1,0,115.99
2304,3,3,1,6340,1735,Kukatpally,1,0,110.0
2305,3,3,1,6321,1740,Kukatpally,1,0,109.99
2306,3,3,1,6366,1665,Kukatpally,1,0,105.99
2307,3,3,1,5913,1860,Kukatpally,1,0,109.98
2308,3,3,1,8026,1931,Kukatpally,1,0,154.98
2309,3,3,1,6167,1735,Kukatpally,1,0,107.0
2311,3,3,1,6578,1672,Kukatpally,1,0,109.98
2312,3,3,1,6453,1782,Kukatpally,1,0,114.99
2314,4,3,1,7500,3600,Kukatpally,3,1,270.0
2316,3,3,1,6340,1735,Kukatpally,1,1,110.0
2317,3,3,1,6514,1842,Kukatpally,1,0,119.99
2318,3,3,1,6486,1665,Kukatpally,1,0,107.99
2319,3,3,1,7721,1852,Kukatpally,1,0,142.99
2320,3,3,1,7709,1842,Kukatpally,1,0,142.0
2322,3,3,1,6214,1931,Kukatpally,1,0,119.99
2323,3,3,1,6397,1782,Kukatpally,1,0,113.99
2324,3,3,1,6263,1852,Kukatpally,1,0,115.99
2325,3,3,1,5950,1665,Kukatpally,1,0,99.07
2326,3,3,1,6453,1782,Kukatpally,1,1,114.99
2327,3,3,1,7723,1735,Kukatpally,1,0,133.99
2328,3,3,0,6800,3500,Kukatpally,1,1,238.0
2329,3,3,1,7977,3447,Kukatpally,1,1,274.97
2331,3,3,1,5648,2160,Kukatpally,1,0,122.0
2332,3,3,1,8285,1931,Kukatpally,1,0,159.98
2333,3,3,1,6279,1672,Kukatpally,1,0,104.98
2335,3,3,1,6306,1665,Kukatpally,1,0,104.99
2336,3,3,1,6246,1665,Kukatpally,1,0,104.0
2337,3,3,1,6546,1665,Kukatpally,1,0,108.99
2338,3,3,1,6269,1882,Kukatpally,1,0,117.98
2339,3,3,1,6172,1782,Kukatpally,1,0,109.99
2340,3,3,1,6399,1672,Kukatpally,1,0,106.99
2342,3,3,1,6297,1842,Kukatpally,1,0,115.99
2343,4,3,1,7714,3500,Kukatpally,1,1,269.99
2344,3,3,1,6130,1931,Kukatpally,1,0,118.37
2349,4,3,1,6472,1854,Kukatpally,1,1,119.99
2350,4,3,1,6472,1854,Kukatpally,1,1,119.99
2351,3,3,1,6279,1672,Kukatpally,1,0,104.98
2352,3,3,1,6532,1592,Kukatpally,1,0,103.99
2353,3,3,1,6264,1740,Kukatpally,1,0,108.99
2354,3,3,1,6285,1782,Kukatpally,1,0,112.0
2355,3,3,1,8074,1672,Kukatpally,1,0,135.0
2356,3,3,1,6269,1882,Kukatpally,1,0,117.98
2357,3,3,1,7763,1842,Kukatpally,1,0,142.99
2358,3,3,1,8026,1931,Kukatpally,1,0,154.98
2359,3,3,1,6285,3500,Kukatpally,1,1,219.98
2360,4,3,1,6472,1854,Kukatpally,1,1,119.99
2361,3,3,1,7750,1672,Kukatpally,1,0,129.58
2362,3,3,1,6909,1592,Kukatpally,1,0,109.99
2363,3,3,1,7285,3500,Kukatpally,1,1,254.98
2364,3,3,1,7750,1672,Kukatpally,1,0,129.58
2365,3,3,1,7687,1782,Kukatpally,1,0,136.98
2367,3,3,1,7747,1665,Kukatpally,1,0,128.99
2368,3,3,1,6321,1740,Kukatpally,1,0,109.99
2369,3,3,1,6658,1592,Kukatpally,1,0,106.0
2371,3,3,1,6339,1672,Kukatpally,1,0,105.99
2372,3,3,1,6509,1782,Kukatpally,1,0,115.99
2373,3,3,1,6282,1735,Kukatpally,1,0,108.99
2374,3,3,1,6451,1860,Kukatpally,1,0,119.99
2375,3,3,1,6582,1899,Kukatpally,1,1,124.99
2376,4,3,1,6197,2259,Kukatpally,1,1,139.99
2377,3,3,1,7722,1782,Kukatpally,1,0,137.61
2378,3,3,1,6321,1740,Kukatpally,1,0,109.99
2379,4,3,0,6197,2259,Kukatpally,1,1,139.99
2380,3,3,1,6188,1842,Kukatpally,1,0,113.98
2381,3,3,1,7723,1735,Kukatpally,1,0,133.99
2382,3,3,1,6122,2450,Kukatpally,3,1,149.99
2383,3,3,1,5604,1235,Kukatpally,1,1,69.21
2384,3,3,1,7688,1860,Kukatpally,1,0,143.0
2385,3,3,1,7690,1931,Kukatpally,1,0,148.49
2389,4,4,0,6818,4400,Kukatpally,1,1,299.99
2392,4,4,0,7246,4761,Kukatpally,1,1,344.98
2394,5,4,1,7197,3890,Kukatpally,1,1,279.96
2396,5,4,0,6896,3890,Kukatpally,1,1,268.25
2398,4,4,1,6931,4761,Kukatpally,1,1,329.98
2399,4,4,1,6932,4760,Kukatpally,1,1,329.96
2400,3,4,0,6451,1550,Kukatpally,1,0,99.99
2401,8,8,0,5500,10000,Kukatpally,2,1,550.0
2402,1,1,0,4533,1103,Manikonda,1,1,50.0
2403,2,1,0,4000,1200,Manikonda,1,1,48.0
2404,1,1,0,4040,891,Manikonda,1,1,36.0
2405,2,1,0,4083,1200,Manikonda,1,1,49.0
2406,2,2,1,5200,1280,Manikonda,1,1,66.56
2407,2,2,0,4928,1055,Manikonda,1,1,51.99
2409,2,2,1,5859,1280,Manikonda,1,1,75.0
2410,2,2,1,4499,1125,Manikonda,1,1,50.61
2411,2,2,1,4752,1275,Manikonda,1,0,60.59
2412,2,2,1,4743,1310,Manikonda,1,0,62.13
2413,2,2,1,7610,1314,Manikonda,1,1,100.0
2414,2,2,1,6792,1060,Manikonda,1,0,72.0
2415,3,2,1,4463,1770,Manikonda,1,0,79.0
2416,3,2,1,4714,1591,Manikonda,1,0,75.0
2417,2,2,1,5241,1240,Manikonda,1,0,64.99
2418,3,2,1,4375,1600,Manikonda,1,0,70.0
2419,3,2,1,4450,2000,Manikonda,1,0,89.0
2420,2,2,1,5241,1240,Manikonda,1,0,64.99
2421,3,2,1,4600,1680,Manikonda,1,0,77.28
2422,2,2,1,4752,1275,Manikonda,1,0,60.59
2423,3,2,0,3749,1867,Manikonda,1,1,69.99
2424,2,2,1,5200,1280,Manikonda,1,1,66.56
2425,3,2,0,3780,1111,Manikonda,1,1,42.0
2426,2,2,1,5290,1195,Manikonda,1,1,63.22
2427,2,2,1,4750,1285,Manikonda,1,0,61.04
2428,2,2,1,5058,1285,Manikonda,1,1,65.0
